date,location,location_type,location_standardized,location_standardized_type,data_type,value
2020-03-19,Illinois,state,17,fips_code,deaths_total,4
2020-03-19,Indiana,state,18,fips_code,cases_total,56
2020-03-19,Indiana,state,18,fips_code,deaths_total,2
2020-03-19,Iowa,state,19,fips_code,cases_total,44
2020-03-19,Iowa,state,19,fips_code,deaths_total,0
2020-03-19,Kansas,state,20,fips_code,cases_total,35
2020-03-19,Kansas,state,20,fips_code,deaths_total,1
2020-03-19,Kentucky,state,21,fips_code,cases_total,47
2020-03-19,Kentucky,state,21,fips_code,deaths_total,2
2020-03-19,Louisiana,state,22,fips_code,cases_total,392
2020-03-19,Louisiana,state,22,fips_code,deaths_total,10
2020-03-19,Maine,state,23,fips_code,cases_total,52
2020-03-19,Maine,state,23,fips_code,deaths_total,0
2020-03-19,Maryland,state,24,fips_code,cases_total,108
2020-03-19,Maryland,state,24,fips_code,deaths_total,1
2020-03-19,Massachusetts,state,25,fips_code,cases_total,328
2020-03-19,Massachusetts,state,25,fips_code,deaths_total,0
2020-03-19,Michigan,state,26,fips_code,cases_total,334
2020-03-19,Michigan,state,26,fips_code,deaths_total,3
2020-03-19,Minnesota,state,27,fips_code,cases_total,89
2020-03-19,Minnesota,state,27,fips_code,deaths_total,0
2020-03-19,Mississippi,state,28,fips_code,cases_total,50
2020-03-19,Mississippi,state,28,fips_code,deaths_total,1
2020-03-19,Missouri,state,29,fips_code,cases_total,35
2020-03-19,Missouri,state,29,fips_code,deaths_total,1
2020-03-19,Montana,state,30,fips_code,cases_total,19
2020-03-19,Montana,state,30,fips_code,deaths_total,0
2020-03-19,Nebraska,state,31,fips_code,cases_total,47
2020-03-19,Nebraska,state,31,fips_code,deaths_total,0
2020-03-19,Nevada,state,32,fips_code,cases_total,99
2020-03-19,Nevada,state,32,fips_code,deaths_total,1
2020-03-19,New Hampshire,state,33,fips_code,cases_total,44
2020-03-19,New Hampshire,state,33,fips_code,deaths_total,0
2020-03-19,New Jersey,state,34,fips_code,cases_total,735
2020-03-19,New Jersey,state,34,fips_code,deaths_total,9
2020-03-19,New Mexico,state,35,fips_code,cases_total,35
2020-03-19,New Mexico,state,35,fips_code,deaths_total,0
2020-03-19,New York,state,36,fips_code,cases_total,4152
2020-03-19,New York,state,36,fips_code,deaths_total,30
2020-03-19,North Carolina,state,37,fips_code,cases_total,104
2020-03-19,North Carolina,state,37,fips_code,deaths_total,0
2020-03-19,North Dakota,state,38,fips_code,cases_total,19
2020-03-19,North Dakota,state,38,fips_code,deaths_total,0
2020-03-19,Ohio,state,39,fips_code,cases_total,120
2020-03-19,Ohio,state,39,fips_code,deaths_total,0
2020-03-19,Oklahoma,state,40,fips_code,cases_total,44
2020-03-19,Oklahoma,state,40,fips_code,deaths_total,1
2020-03-19,Oregon,state,41,fips_code,cases_total,87
2020-03-19,Oregon,state,41,fips_code,deaths_total,3
2020-03-19,Pennsylvania,state,42,fips_code,cases_total,187
2020-03-19,Pennsylvania,state,42,fips_code,deaths_total,1
2020-03-19,Puerto Rico,state,72,fips_code,cases_total,6
2020-03-19,Puerto Rico,state,72,fips_code,deaths_total,0
2020-03-19,Rhode Island,state,44,fips_code,cases_total,44
2020-03-19,Rhode Island,state,44,fips_code,deaths_total,0
2020-03-19,South Carolina,state,45,fips_code,cases_total,81
2020-03-19,South Carolina,state,45,fips_code,deaths_total,1
2020-03-19,South Dakota,state,46,fips_code,cases_total,14
2020-03-19,South Dakota,state,46,fips_code,deaths_total,1
2020-03-19,Tennessee,state,47,fips_code,cases_total,155
2020-03-19,Tennessee,state,47,fips_code,deaths_total,0
2020-03-19,Texas,state,48,fips_code,cases_total,248
2020-03-19,Texas,state,48,fips_code,deaths_total,4
2020-03-19,Utah,state,49,fips_code,cases_total,80
2020-03-19,Utah,state,49,fips_code,deaths_total,0
2020-03-19,Vermont,state,50,fips_code,cases_total,22
2020-03-19,Vermont,state,50,fips_code,deaths_total,2
2020-03-19,Virgin Islands,state,78,fips_code,cases_total,3
2020-03-19,Virgin Islands,state,78,fips_code,deaths_total,0
2020-03-19,Virginia,state,51,fips_code,cases_total,94
2020-03-19,Virginia,state,51,fips_code,deaths_total,2
2020-03-19,Washington,state,53,fips_code,cases_total,1228
2020-03-19,Washington,state,53,fips_code,deaths_total,75
2020-03-19,West Virginia,state,54,fips_code,cases_total,5
2020-03-19,West Virginia,state,54,fips_code,deaths_total,0
2020-03-19,Wisconsin,state,55,fips_code,cases_total,155
2020-03-19,Wisconsin,state,55,fips_code,deaths_total,2
2020-03-19,Wyoming,state,56,fips_code,cases_total,18
2020-03-19,Wyoming,state,56,fips_code,deaths_total,0
2020-03-20,Alabama,state,01,fips_code,cases_total,106
2020-03-20,Alabama,state,01,fips_code,deaths_total,0
2020-03-20,Alaska,state,02,fips_code,cases_total,14
2020-03-20,Alaska,state,02,fips_code,deaths_total,0
2020-03-20,Arizona,state,04,fips_code,cases_total,70
2020-03-20,Arizona,state,04,fips_code,deaths_total,1
2020-03-20,Arkansas,state,05,fips_code,cases_total,100
2020-03-20,Arkansas,state,05,fips_code,deaths_total,0
2020-03-20,California,state,06,fips_code,cases_total,1283
2020-03-20,California,state,06,fips_code,deaths_total,24
2020-03-20,Colorado,state,08,fips_code,cases_total,364
2020-03-20,Colorado,state,08,fips_code,deaths_total,5
2020-03-20,Connecticut,state,09,fips_code,cases_total,194
2020-03-20,Connecticut,state,09,fips_code,deaths_total,4
2020-03-20,Delaware,state,10,fips_code,cases_total,39
2020-03-20,Delaware,state,10,fips_code,deaths_total,0
2020-03-20,District of Columbia,state,11,fips_code,cases_total,77
2020-03-20,District of Columbia,state,11,fips_code,deaths_total,1
2020-03-20,Florida,state,12,fips_code,cases_total,564
2020-03-20,Florida,state,12,fips_code,deaths_total,9
2020-03-20,Georgia,state,13,fips_code,cases_total,482
2020-03-20,Georgia,state,13,fips_code,deaths_total,14
2020-03-20,Guam,state,66,fips_code,cases_total,14
2020-03-20,Guam,state,66,fips_code,deaths_total,0
2020-03-20,Hawaii,state,15,fips_code,cases_total,37
2020-03-20,Hawaii,state,15,fips_code,deaths_total,0
2020-03-20,Idaho,state,16,fips_code,cases_total,31
2020-03-20,Idaho,state,16,fips_code,deaths_total,0
2020-03-20,Illinois,state,17,fips_code,cases_total,583
2020-03-20,Illinois,state,17,fips_code,deaths_total,5
2020-03-20,Indiana,state,18,fips_code,cases_total,79
2020-03-20,Indiana,state,18,fips_code,deaths_total,3
2020-03-20,Iowa,state,19,fips_code,cases_total,45
2020-03-20,Iowa,state,19,fips_code,deaths_total,0
2020-03-20,Kansas,state,20,fips_code,cases_total,49
2020-03-20,Kansas,state,20,fips_code,deaths_total,1
2020-03-20,Kentucky,state,21,fips_code,cases_total,63
2020-03-20,Kentucky,state,21,fips_code,deaths_total,2
2020-03-20,Louisiana,state,22,fips_code,cases_total,537
2020-03-20,Louisiana,state,22,fips_code,deaths_total,10
2020-03-20,Maine,state,23,fips_code,cases_total,57
2020-03-20,Maine,state,23,fips_code,deaths_total,0
2020-03-20,Maryland,state,24,fips_code,cases_total,150
2020-03-20,Maryland,state,24,fips_code,deaths_total,2
2020-03-20,Massachusetts,state,25,fips_code,cases_total,413
2020-03-20,Massachusetts,state,25,fips_code,deaths_total,1
2020-03-20,Michigan,state,26,fips_code,cases_total,548
2020-03-20,Michigan,state,26,fips_code,deaths_total,4
2020-03-20,Minnesota,state,27,fips_code,cases_total,115
2020-03-20,Minnesota,state,27,fips_code,deaths_total,0
2020-03-20,Mississippi,state,28,fips_code,cases_total,80
2020-03-20,Mississippi,state,28,fips_code,deaths_total,1
2020-03-20,Missouri,state,29,fips_code,cases_total,73
2020-03-20,Missouri,state,29,fips_code,deaths_total,3
2020-03-20,Montana,state,30,fips_code,cases_total,19
2020-03-20,Montana,state,30,fips_code,deaths_total,0
2020-03-20,Nebraska,state,31,fips_code,cases_total,53
2020-03-20,Nebraska,state,31,fips_code,deaths_total,0
2020-03-20,Nevada,state,32,fips_code,cases_total,165
2020-03-20,Nevada,state,32,fips_code,deaths_total,2
2020-03-20,New Hampshire,state,33,fips_code,cases_total,55
2020-03-20,New Hampshire,state,33,fips_code,deaths_total,0
2020-03-20,New Jersey,state,34,fips_code,cases_total,896
2020-03-20,New Jersey,state,34,fips_code,deaths_total,11
2020-03-20,New Mexico,state,35,fips_code,cases_total,43
2020-03-20,New Mexico,state,35,fips_code,deaths_total,0
2020-03-20,New York,state,36,fips_code,cases_total,7102
2020-03-20,New York,state,36,fips_code,deaths_total,57
2020-03-20,North Carolina,state,37,fips_code,cases_total,144
2020-03-20,North Carolina,state,37,fips_code,deaths_total,0
2020-03-20,North Dakota,state,38,fips_code,cases_total,27
2020-03-20,North Dakota,state,38,fips_code,deaths_total,0
2020-03-20,Ohio,state,39,fips_code,cases_total,169
2020-03-20,Ohio,state,39,fips_code,deaths_total,1
2020-03-20,Oklahoma,state,40,fips_code,cases_total,49
2020-03-20,Oklahoma,state,40,fips_code,deaths_total,1
2020-03-20,Oregon,state,41,fips_code,cases_total,114
2020-03-20,Oregon,state,41,fips_code,deaths_total,3
2020-03-20,Pennsylvania,state,42,fips_code,cases_total,269
2020-03-20,Pennsylvania,state,42,fips_code,deaths_total,1
2020-03-20,Puerto Rico,state,72,fips_code,cases_total,14
2020-03-20,Puerto Rico,state,72,fips_code,deaths_total,0
2020-03-20,Rhode Island,state,44,fips_code,cases_total,44
2020-03-20,Rhode Island,state,44,fips_code,deaths_total,0
2020-03-20,South Carolina,state,45,fips_code,cases_total,126
2020-03-20,South Carolina,state,45,fips_code,deaths_total,3
2020-03-20,South Dakota,state,46,fips_code,cases_total,14
2020-03-20,South Dakota,state,46,fips_code,deaths_total,1
2020-03-20,Tennessee,state,47,fips_code,cases_total,237
2020-03-20,Tennessee,state,47,fips_code,deaths_total,0
2020-03-20,Texas,state,48,fips_code,cases_total,377
2020-03-20,Texas,state,48,fips_code,deaths_total,5
2020-03-20,Utah,state,49,fips_code,cases_total,112
2020-03-20,Utah,state,49,fips_code,deaths_total,0
2020-03-20,Vermont,state,50,fips_code,cases_total,29
2020-03-20,Vermont,state,50,fips_code,deaths_total,2
2020-03-20,Virgin Islands,state,78,fips_code,cases_total,6
2020-03-20,Virgin Islands,state,78,fips_code,deaths_total,0
2020-03-20,Virginia,state,51,fips_code,cases_total,115
2020-03-20,Virginia,state,51,fips_code,deaths_total,2
2020-03-20,Washington,state,53,fips_code,cases_total,1404
2020-03-20,Washington,state,53,fips_code,deaths_total,83
2020-03-20,West Virginia,state,54,fips_code,cases_total,8
2020-03-20,West Virginia,state,54,fips_code,deaths_total,0
2020-03-20,Wisconsin,state,55,fips_code,cases_total,216
2020-03-20,Wisconsin,state,55,fips_code,deaths_total,3
2020-03-20,Wyoming,state,56,fips_code,cases_total,22
2020-03-20,Wyoming,state,56,fips_code,deaths_total,0
2020-03-21,Alabama,state,01,fips_code,cases_total,131
2020-03-21,Alabama,state,01,fips_code,deaths_total,0
2020-03-21,Alaska,state,02,fips_code,cases_total,21
2020-03-21,Alaska,state,02,fips_code,deaths_total,0
2020-03-21,Arizona,state,04,fips_code,cases_total,104
2020-03-21,Arizona,state,04,fips_code,deaths_total,1
2020-03-21,Arkansas,state,05,fips_code,cases_total,118
2020-03-21,Arkansas,state,05,fips_code,deaths_total,0
2020-03-21,California,state,06,fips_code,cases_total,1544
2020-03-21,California,state,06,fips_code,deaths_total,28
2020-03-21,Colorado,state,08,fips_code,cases_total,475
2020-03-21,Colorado,state,08,fips_code,deaths_total,6
2020-03-21,Connecticut,state,09,fips_code,cases_total,223
2020-03-21,Connecticut,state,09,fips_code,deaths_total,5
2020-03-21,Delaware,state,10,fips_code,cases_total,45
2020-03-21,Delaware,state,10,fips_code,deaths_total,0
2020-03-21,District of Columbia,state,11,fips_code,cases_total,98
2020-03-21,District of Columbia,state,11,fips_code,deaths_total,1
2020-03-21,Florida,state,12,fips_code,cases_total,764
2020-03-21,Florida,state,12,fips_code,deaths_total,11
2020-03-21,Georgia,state,13,fips_code,cases_total,552
2020-03-21,Georgia,state,13,fips_code,deaths_total,20
2020-03-21,Guam,state,66,fips_code,cases_total,15
2020-03-21,Guam,state,66,fips_code,deaths_total,0
2020-03-21,Hawaii,state,15,fips_code,cases_total,48
2020-03-21,Hawaii,state,15,fips_code,deaths_total,0
2020-03-21,Idaho,state,16,fips_code,cases_total,42
2020-03-21,Idaho,state,16,fips_code,deaths_total,0
2020-03-21,Illinois,state,17,fips_code,cases_total,751
2020-03-21,Illinois,state,17,fips_code,deaths_total,6
2020-03-21,Indiana,state,18,fips_code,cases_total,126
2020-03-21,Indiana,state,18,fips_code,deaths_total,4
2020-03-21,Iowa,state,19,fips_code,cases_total,68
2020-03-21,Iowa,state,19,fips_code,deaths_total,0
2020-03-21,Kansas,state,20,fips_code,cases_total,57
2020-03-21,Kansas,state,20,fips_code,deaths_total,2
2020-03-21,Kentucky,state,21,fips_code,cases_total,84
2020-03-21,Kentucky,state,21,fips_code,deaths_total,3
2020-03-21,Louisiana,state,22,fips_code,cases_total,763
2020-03-21,Louisiana,state,22,fips_code,deaths_total,16
2020-03-21,Maine,state,23,fips_code,cases_total,70
2020-03-21,Maine,state,23,fips_code,deaths_total,0
2020-03-21,Maryland,state,24,fips_code,cases_total,195
2020-03-21,Maryland,state,24,fips_code,deaths_total,3
2020-03-21,Massachusetts,state,25,fips_code,cases_total,525
2020-03-21,Massachusetts,state,25,fips_code,deaths_total,2
2020-03-21,Michigan,state,26,fips_code,cases_total,787
2020-03-21,Michigan,state,26,fips_code,deaths_total,6
2020-03-21,Minnesota,state,27,fips_code,cases_total,138
2020-03-21,Minnesota,state,27,fips_code,deaths_total,1
2020-03-21,Mississippi,state,28,fips_code,cases_total,140
2020-03-21,Mississippi,state,28,fips_code,deaths_total,1
2020-03-21,Missouri,state,29,fips_code,cases_total,93
2020-03-21,Missouri,state,29,fips_code,deaths_total,3
2020-03-21,Montana,state,30,fips_code,cases_total,29
2020-03-21,Montana,state,30,fips_code,deaths_total,0
2020-03-21,Nebraska,state,31,fips_code,cases_total,61
2020-03-21,Nebraska,state,31,fips_code,deaths_total,0
2020-03-21,Nevada,state,32,fips_code,cases_total,165
2020-03-21,Nevada,state,32,fips_code,deaths_total,2
2020-03-21,New Hampshire,state,33,fips_code,cases_total,65
2020-03-21,New Hampshire,state,33,fips_code,deaths_total,0
2020-03-21,New Jersey,state,34,fips_code,cases_total,1336
2020-03-21,New Jersey,state,34,fips_code,deaths_total,16
2020-03-21,New Mexico,state,35,fips_code,cases_total,57
2020-03-21,New Mexico,state,35,fips_code,deaths_total,0
2020-03-21,New York,state,36,fips_code,cases_total,10356
2020-03-21,New York,state,36,fips_code,deaths_total,80
2020-03-21,North Carolina,state,37,fips_code,cases_total,184
2020-03-21,North Carolina,state,37,fips_code,deaths_total,0
2020-03-21,North Dakota,state,38,fips_code,cases_total,28
2020-03-21,North Dakota,state,38,fips_code,deaths_total,0
2020-03-21,Ohio,state,39,fips_code,cases_total,247
2020-03-21,Ohio,state,39,fips_code,deaths_total,3
2020-03-21,Oklahoma,state,40,fips_code,cases_total,53
2020-03-21,Oklahoma,state,40,fips_code,deaths_total,1
2020-03-21,Oregon,state,41,fips_code,cases_total,137
2020-03-21,Oregon,state,41,fips_code,deaths_total,4
2020-03-21,Pennsylvania,state,42,fips_code,cases_total,388
2020-03-21,Pennsylvania,state,42,fips_code,deaths_total,2
2020-03-21,Puerto Rico,state,72,fips_code,cases_total,21
2020-03-21,Puerto Rico,state,72,fips_code,deaths_total,1
2020-03-21,Rhode Island,state,44,fips_code,cases_total,66
2020-03-21,Rhode Island,state,44,fips_code,deaths_total,0
2020-03-21,South Carolina,state,45,fips_code,cases_total,172
2020-03-21,South Carolina,state,45,fips_code,deaths_total,3
2020-03-21,South Dakota,state,46,fips_code,cases_total,14
2020-03-21,South Dakota,state,46,fips_code,deaths_total,1
2020-03-21,Tennessee,state,47,fips_code,cases_total,312
2020-03-21,Tennessee,state,47,fips_code,deaths_total,2
2020-03-21,Texas,state,48,fips_code,cases_total,547
2020-03-21,Texas,state,48,fips_code,deaths_total,5
2020-03-21,Utah,state,49,fips_code,cases_total,138
2020-03-21,Utah,state,49,fips_code,deaths_total,0
2020-03-21,Vermont,state,50,fips_code,cases_total,49
2020-03-21,Vermont,state,50,fips_code,deaths_total,2
2020-03-21,Virgin Islands,state,78,fips_code,cases_total,6
2020-03-21,Virgin Islands,state,78,fips_code,deaths_total,0
2020-03-21,Virginia,state,51,fips_code,cases_total,152
2020-03-21,Virginia,state,51,fips_code,deaths_total,3
2020-03-21,Washington,state,53,fips_code,cases_total,1655
2020-03-21,Washington,state,53,fips_code,deaths_total,95
2020-03-21,West Virginia,state,54,fips_code,cases_total,12
2020-03-21,West Virginia,state,54,fips_code,deaths_total,0
2020-03-21,Wisconsin,state,55,fips_code,cases_total,281
2020-03-21,Wisconsin,state,55,fips_code,deaths_total,4
2020-03-21,Wyoming,state,56,fips_code,cases_total,24
2020-03-21,Wyoming,state,56,fips_code,deaths_total,0
2020-03-22,Alabama,state,01,fips_code,cases_total,157
2020-03-22,Alabama,state,01,fips_code,deaths_total,0
2020-03-22,Alaska,state,02,fips_code,cases_total,22
2020-03-22,Alaska,state,02,fips_code,deaths_total,0
2020-03-22,Arizona,state,04,fips_code,cases_total,153
2020-03-22,Arizona,state,04,fips_code,deaths_total,2
2020-03-22,Arkansas,state,05,fips_code,cases_total,165
2020-03-22,Arkansas,state,05,fips_code,deaths_total,0
2020-03-22,California,state,06,fips_code,cases_total,1851
2020-03-22,California,state,06,fips_code,deaths_total,35
2020-03-22,Colorado,state,08,fips_code,cases_total,591
2020-03-22,Colorado,state,08,fips_code,deaths_total,7
2020-03-22,Connecticut,state,09,fips_code,cases_total,327
2020-03-22,Connecticut,state,09,fips_code,deaths_total,8
2020-03-22,Delaware,state,10,fips_code,cases_total,56
2020-03-22,Delaware,state,10,fips_code,deaths_total,0
2020-03-22,District of Columbia,state,11,fips_code,cases_total,116
2020-03-22,District of Columbia,state,11,fips_code,deaths_total,2
2020-03-22,Florida,state,12,fips_code,cases_total,1000
2020-03-22,Florida,state,12,fips_code,deaths_total,13
2020-03-22,Georgia,state,13,fips_code,cases_total,620
2020-03-22,Georgia,state,13,fips_code,deaths_total,25
2020-03-22,Guam,state,66,fips_code,cases_total,27
2020-03-22,Guam,state,66,fips_code,deaths_total,1
2020-03-22,Hawaii,state,15,fips_code,cases_total,56
2020-03-22,Hawaii,state,15,fips_code,deaths_total,0
2020-03-22,Idaho,state,16,fips_code,cases_total,47
2020-03-22,Idaho,state,16,fips_code,deaths_total,0
2020-03-22,Illinois,state,17,fips_code,cases_total,1047
2020-03-22,Illinois,state,17,fips_code,deaths_total,9
2020-03-22,Indiana,state,18,fips_code,cases_total,201
2020-03-22,Indiana,state,18,fips_code,deaths_total,6
2020-03-22,Iowa,state,19,fips_code,cases_total,90
2020-03-22,Iowa,state,19,fips_code,deaths_total,0
2020-03-22,Kansas,state,20,fips_code,cases_total,66
2020-03-22,Kansas,state,20,fips_code,deaths_total,2
2020-03-22,Kentucky,state,21,fips_code,cases_total,103
2020-03-22,Kentucky,state,21,fips_code,deaths_total,3
2020-03-22,Louisiana,state,22,fips_code,cases_total,837
2020-03-22,Louisiana,state,22,fips_code,deaths_total,20
2020-03-22,Maine,state,23,fips_code,cases_total,89
2020-03-22,Maine,state,23,fips_code,deaths_total,0
2020-03-22,Maryland,state,24,fips_code,cases_total,245
2020-03-22,Maryland,state,24,fips_code,deaths_total,3
2020-03-22,Massachusetts,state,25,fips_code,cases_total,646
2020-03-22,Massachusetts,state,25,fips_code,deaths_total,5
2020-03-22,Michigan,state,26,fips_code,cases_total,1033
2020-03-22,Michigan,state,26,fips_code,deaths_total,9
2020-03-22,Minnesota,state,27,fips_code,cases_total,171
2020-03-22,Minnesota,state,27,fips_code,deaths_total,1
2020-03-22,Mississippi,state,28,fips_code,cases_total,207
2020-03-22,Mississippi,state,28,fips_code,deaths_total,1
2020-03-22,Missouri,state,29,fips_code,cases_total,130
2020-03-22,Missouri,state,29,fips_code,deaths_total,3
2020-03-22,Montana,state,30,fips_code,cases_total,34
2020-03-22,Montana,state,30,fips_code,deaths_total,0
2020-03-22,Nebraska,state,31,fips_code,cases_total,62
2020-03-22,Nebraska,state,31,fips_code,deaths_total,0
2020-03-22,Nevada,state,32,fips_code,cases_total,190
2020-03-22,Nevada,state,32,fips_code,deaths_total,2
2020-03-22,New Hampshire,state,33,fips_code,cases_total,78
2020-03-22,New Hampshire,state,33,fips_code,deaths_total,0
2020-03-22,New Jersey,state,34,fips_code,cases_total,1914
2020-03-22,New Jersey,state,34,fips_code,deaths_total,20
2020-03-22,New Mexico,state,35,fips_code,cases_total,65
2020-03-22,New Mexico,state,35,fips_code,deaths_total,0
2020-03-22,New York,state,36,fips_code,cases_total,15168
2020-03-22,New York,state,36,fips_code,deaths_total,122
2020-03-22,North Carolina,state,37,fips_code,cases_total,269
2020-03-22,North Carolina,state,37,fips_code,deaths_total,0
2020-03-22,North Dakota,state,38,fips_code,cases_total,30
2020-03-22,North Dakota,state,38,fips_code,deaths_total,0
2020-03-22,Ohio,state,39,fips_code,cases_total,351
2020-03-22,Ohio,state,39,fips_code,deaths_total,3
2020-03-22,Oklahoma,state,40,fips_code,cases_total,67
2020-03-22,Oklahoma,state,40,fips_code,deaths_total,2
2020-03-22,Oregon,state,41,fips_code,cases_total,161
2020-03-22,Oregon,state,41,fips_code,deaths_total,5
2020-03-22,Pennsylvania,state,42,fips_code,cases_total,504
2020-03-22,Pennsylvania,state,42,fips_code,deaths_total,3
2020-03-22,Puerto Rico,state,72,fips_code,cases_total,23
2020-03-22,Puerto Rico,state,72,fips_code,deaths_total,1
2020-03-22,Rhode Island,state,44,fips_code,cases_total,83
2020-03-22,Rhode Island,state,44,fips_code,deaths_total,0
2020-03-22,South Carolina,state,45,fips_code,cases_total,194
2020-03-22,South Carolina,state,45,fips_code,deaths_total,3
2020-03-22,South Dakota,state,46,fips_code,cases_total,21
2020-03-22,South Dakota,state,46,fips_code,deaths_total,1
2020-03-22,Tennessee,state,47,fips_code,cases_total,424
2020-03-22,Tennessee,state,47,fips_code,deaths_total,2
2020-03-22,Texas,state,48,fips_code,cases_total,632
2020-03-22,Texas,state,48,fips_code,deaths_total,7
2020-03-22,Utah,state,49,fips_code,cases_total,182
2020-03-22,Utah,state,49,fips_code,deaths_total,1
2020-03-22,Vermont,state,50,fips_code,cases_total,52
2020-03-22,Vermont,state,50,fips_code,deaths_total,2
2020-03-22,Virgin Islands,state,78,fips_code,cases_total,17
2020-03-22,Virgin Islands,state,78,fips_code,deaths_total,0
2020-03-22,Virginia,state,51,fips_code,cases_total,219
2020-03-22,Virginia,state,51,fips_code,deaths_total,6
2020-03-22,Washington,state,53,fips_code,cases_total,1844
2020-03-22,Washington,state,53,fips_code,deaths_total,97
2020-03-22,West Virginia,state,54,fips_code,cases_total,16
2020-03-22,West Virginia,state,54,fips_code,deaths_total,0
2020-03-22,Wisconsin,state,55,fips_code,cases_total,382
2020-03-22,Wisconsin,state,55,fips_code,deaths_total,4
2020-03-22,Wyoming,state,56,fips_code,cases_total,26
2020-03-22,Wyoming,state,56,fips_code,deaths_total,0
2020-03-23,Alabama,state,01,fips_code,cases_total,196
2020-03-23,Alabama,state,01,fips_code,deaths_total,0
2020-03-23,Alaska,state,02,fips_code,cases_total,36
2020-03-23,Alaska,state,02,fips_code,deaths_total,0
2020-03-23,Arizona,state,04,fips_code,cases_total,234
2020-03-23,Arizona,state,04,fips_code,deaths_total,2
2020-03-23,Arkansas,state,05,fips_code,cases_total,201
2020-03-23,Arkansas,state,05,fips_code,deaths_total,0
2020-03-23,California,state,06,fips_code,cases_total,2240
2020-03-23,California,state,06,fips_code,deaths_total,39
2020-03-23,Colorado,state,08,fips_code,cases_total,721
2020-03-23,Colorado,state,08,fips_code,deaths_total,10
2020-03-23,Connecticut,state,09,fips_code,cases_total,415
2020-03-23,Connecticut,state,09,fips_code,deaths_total,10
2020-03-23,Delaware,state,10,fips_code,cases_total,87
2020-03-23,Delaware,state,10,fips_code,deaths_total,0
2020-03-23,District of Columbia,state,11,fips_code,cases_total,138
2020-03-23,District of Columbia,state,11,fips_code,deaths_total,2
2020-03-23,Florida,state,12,fips_code,cases_total,1222
2020-03-23,Florida,state,12,fips_code,deaths_total,18
2020-03-23,Georgia,state,13,fips_code,cases_total,800
2020-03-23,Georgia,state,13,fips_code,deaths_total,25
2020-03-23,Guam,state,66,fips_code,cases_total,29
2020-03-23,Guam,state,66,fips_code,deaths_total,1
2020-03-23,Hawaii,state,15,fips_code,cases_total,77
2020-03-23,Hawaii,state,15,fips_code,deaths_total,0
2020-03-23,Idaho,state,16,fips_code,cases_total,50
2020-03-23,Idaho,state,16,fips_code,deaths_total,0
2020-03-23,Illinois,state,17,fips_code,cases_total,1285
2020-03-23,Illinois,state,17,fips_code,deaths_total,12
2020-03-23,Indiana,state,18,fips_code,cases_total,259
2020-03-23,Indiana,state,18,fips_code,deaths_total,7
2020-03-23,Iowa,state,19,fips_code,cases_total,105
2020-03-23,Iowa,state,19,fips_code,deaths_total,0
2020-03-23,Kansas,state,20,fips_code,cases_total,82
2020-03-23,Kansas,state,20,fips_code,deaths_total,2
2020-03-23,Kentucky,state,21,fips_code,cases_total,124
2020-03-23,Kentucky,state,21,fips_code,deaths_total,3
2020-03-23,Louisiana,state,22,fips_code,cases_total,1172
2020-03-23,Louisiana,state,22,fips_code,deaths_total,34
2020-03-23,Maine,state,23,fips_code,cases_total,107
2020-03-23,Maine,state,23,fips_code,deaths_total,0
2020-03-23,Maryland,state,24,fips_code,cases_total,290
2020-03-23,Maryland,state,24,fips_code,deaths_total,3
2020-03-23,Massachusetts,state,25,fips_code,cases_total,777
2020-03-23,Massachusetts,state,25,fips_code,deaths_total,5
2020-03-23,Michigan,state,26,fips_code,cases_total,1324
2020-03-23,Michigan,state,26,fips_code,deaths_total,16
2020-03-23,Minnesota,state,27,fips_code,cases_total,235
2020-03-23,Minnesota,state,27,fips_code,deaths_total,1
2020-03-23,Mississippi,state,28,fips_code,cases_total,249
2020-03-23,Mississippi,state,28,fips_code,deaths_total,1
2020-03-23,Missouri,state,29,fips_code,cases_total,183
2020-03-23,Missouri,state,29,fips_code,deaths_total,4
2020-03-23,Montana,state,30,fips_code,cases_total,45
2020-03-23,Montana,state,30,fips_code,deaths_total,0
2020-03-23,Nebraska,state,31,fips_code,cases_total,73
2020-03-23,Nebraska,state,31,fips_code,deaths_total,0
2020-03-23,Nevada,state,32,fips_code,cases_total,265
2020-03-23,Nevada,state,32,fips_code,deaths_total,4
2020-03-23,New Hampshire,state,33,fips_code,cases_total,101
2020-03-23,New Hampshire,state,33,fips_code,deaths_total,1
2020-03-23,New Jersey,state,34,fips_code,cases_total,2844
2020-03-23,New Jersey,state,34,fips_code,deaths_total,27
2020-03-23,New Mexico,state,35,fips_code,cases_total,83
2020-03-23,New Mexico,state,35,fips_code,deaths_total,0
2020-03-23,New York,state,36,fips_code,cases_total,20875
2020-03-23,New York,state,36,fips_code,deaths_total,159
2020-03-23,North Carolina,state,37,fips_code,cases_total,303
2020-03-23,North Carolina,state,37,fips_code,deaths_total,0
2020-03-23,North Dakota,state,38,fips_code,cases_total,32
2020-03-23,North Dakota,state,38,fips_code,deaths_total,0
2020-03-23,Ohio,state,39,fips_code,cases_total,444
2020-03-23,Ohio,state,39,fips_code,deaths_total,6
2020-03-23,Oklahoma,state,40,fips_code,cases_total,81
2020-03-23,Oklahoma,state,40,fips_code,deaths_total,2
2020-03-23,Oregon,state,41,fips_code,cases_total,191
2020-03-23,Oregon,state,41,fips_code,deaths_total,5
